identifier,time,x,y
RB,2615,25.07,-43.58
RB,2616,24.73,-43.82
RB,2617,24.32,-43.88
RB,2618,24.01,-43.86
RB,2619,23.62,-43.93
RB,2620,23.4,-43.94
RB,2621,23.2,-43.94
RB,2622,23.15,-43.86
RB,2623,23.07,-43.69
RB,2624,23.1,-43.41
RB,2625,23.26,-43.28
RB,2626,23.54,-43.01
RB,2627,23.87,-42.79
RB,2628,24.05,-42.51
RB,2629,24.19,-42.33
RB,2630,24.3,-42.28
RB,2631,24.31,-42.2
RB,2632,24.3,-42.24
RB,2633,24.31,-42.32
RB,2634,24.32,-42.46
RB,2635,24.31,-42.59
RB,2636,24.39,-42.82
RB,2637,24.33,-43.05
RB,2638,24.27,-43.31
RB,2639,24.22,-43.44
RB,2640,24.25,-43.64
RB,2641,24.16,-43.95
RB,2642,24.06,-44.08
RB,2643,23.95,-44.08
RB,2644,23.72,-44.02
RB,2645,23.57,-43.99
RB,2646,23.47,-44.08
RB,2647,23.3,-44.19
RB,2648,23.24,-44.35
RB,2649,23.23,-44.55
RB,2650,23.16,-44.66
RB,2651,23.11,-44.67
RB,2652,23.07,-44.56
RB,2653,22.95,-44.52
RB,2654,22.92,-44.49
RB,2655,22.75,-44.5
RB,2656,22.61,-44.36
RB,2657,22.59,-44.15
RB,2658,22.61,-43.96
RB,2659,22.7,-43.73
RB,2660,22.86,-43.39
RB,2661,22.87,-43.13
RB,2662,22.9,-43.01
RB,2663,22.95,-42.94
RB,2664,22.99,-42.96
RB,2665,22.9,-43.09
RB,2666,22.72,-43.08
RB,2667,22.42,-42.96
RB,2668,22.05,-42.84
RB,2669,21.75,-42.77
RB,2670,21.38,-42.56
RB,2671,21.13,-42.24
RB,2672,20.85,-42.07
RB,2673,20.68,-41.83
RB,2674,20.56,-41.58
RB,2675,20.58,-41.33
RB,2676,20.59,-41.08
RB,2677,20.56,-40.77
RB,2678,20.55,-40.5
RB,2679,20.59,-40.21
RB,2680,20.67,-39.89
RB,2681,20.74,-39.49
RB,2682,20.75,-39.24
RB,2683,20.65,-38.93
RB,2684,20.47,-38.63
RB,2685,20.24,-38.49
RB,2686,20.0,-38.27
RB,2687,19.86,-38.09
RB,2688,19.7,-37.98
RB,2689,19.55,-37.87
RB,2690,19.49,-37.68
RB,2691,19.51,-37.58
RB,2692,19.53,-37.59
RB,2693,19.45,-37.66
RB,2694,19.41,-37.68
RB,2695,19.29,-37.74
RB,2696,19.07,-37.75
RB,2697,18.94,-37.66
RB,2698,18.86,-37.59
RB,2699,18.82,-37.53
RB,2700,18.89,-37.34
RCB,1,-0.03,-0.22
RCB,2,-0.09,-0.42
RCB,3,-0.18,-0.73
RCB,4,-0.29,-0.99
RCB,5,-0.38,-1.34
RCB,6,-0.36,-1.77
RCB,7,-0.4,-2.34
RCB,8,-0.41,-2.85
RCB,9,-0.45,-3.39
RCB,10,-0.44,-3.84
RCB,11,-0.31,-4.44
RCB,12,-0.18,-5.02
RCB,13,-0.02,-5.72
RCB,14,0.23,-6.34
RCB,15,0.56,-6.99
RCB,16,0.88,-7.62
RCB,17,1.14,-8.11
RCB,18,1.4,-8.71
RCB,19,1.61,-9.25
RCB,20,1.91,-9.8
RCB,21,2.24,-10.46
RCB,22,2.49,-11.08
RCB,23,2.63,-11.67
RCB,24,3.05,-13.08
RCB,25,3.65,-15.27
RCB,26,4.55,-18.01
RCB,27,5.43,-20.52
RCB,28,6.27,-22.71
RCB,29,6.91,-24.76
RCB,30,7.62,-26.63
RCB,31,8.22,-28.31
RCB,32,8.72,-29.83
RCB,33,9.12,-31.06
RCB,34,9.6,-32.26
RCB,35,10.15,-33.21
RCB,36,10.53,-33.96
RCB,37,10.86,-34.62
RCB,38,11.26,-35.23
RCB,39,11.65,-35.69
RCB,40,11.96,-36.2
RCB,41,12.33,-36.55
RCB,42,12.74,-36.88
RCB,43,13.16,-37.26
RCB,44,13.48,-37.69
RCB,45,13.69,-38.07
RCB,46,14.01,-38.31
RCB,47,14.4,-38.58
RCB,48,14.7,-38.85
RCB,49,15.04,-39.17
RCB,50,15.25,-39.54
RCB,51,15.55,-39.99
RCB,52,15.9,-40.36
RCB,53,16.28,-40.69
RCB,54,16.47,-41.02
RCB,55,16.72,-41.44
RCB,56,16.92,-41.76
RCB,57,17.14,-42.12
RCB,58,17.25,-42.43
RCB,59,17.3,-42.62
RCB,60,17.43,-42.83
RCB,61,17.41,-42.88
RCB,62,17.43,-42.79
RCB,63,17.44,-42.77
RCB,64,17.53,-42.67
RCB,65,17.61,-42.5
RCB,66,17.71,-42.22
RCB,67,17.75,-41.94
RCB,68,17.84,-41.74
RCB,69,17.82,-41.45
RCB,70,17.89,-41.16
RCB,71,17.97,-40.98
RCB,72,18.03,-40.79
RCB,73,18.19,-40.74
RCB,74,18.2,-40.78
RCB,75,18.1,-40.74
RCB,76,18.12,-40.58
RCB,77,18.01,-40.5
RCB,78,17.95,-40.45
RCB,79,17.81,-40.48
RCB,80,17.71,-40.62
RCB,81,17.73,-40.86
RCB,82,17.78,-40.99
RCB,83,17.92,-41.22
RCB,84,17.93,-41.3
RCB,85,17.93,-41.42
RCB,86,18.02,-41.4
RCB,87,18.08,-41.32
RCB,88,18.19,-41.36
RCB,89,18.21,-41.51
RCB,90,18.26,-41.68
RCB,91,18.38,-41.96
RCB,92,18.38,-42.31
RCB,93,18.23,-42.57
RCB,94,18.22,-42.87
RCB,95,18.07,-43.18
RCB,96,17.85,-43.46
RCB,97,17.13,-44.43
RCB,98,15.94,-46.1
RCB,99,14.22,-48.24
RCB,100,12.08,-50
RCB,101,10.03,-48.76
RCB,102,8.07,-47.55
RCB,103,6.25,-46.55
RCB,104,4.61,-45.68
RCB,105,3.02,-45.0
RCB,106,1.55,-44.43
RCB,107,0.2,-43.93
RCB,108,-1.01,-43.56
RCB,109,-2.21,-43.32
RCB,110,-3.19,-43.17
RCB,111,-3.91,-43.01
RCB,112,-4.65,-42.73
RCB,113,-5.22,-42.36
RCB,114,-5.64,-42.0
RCB,115,-5.91,-41.7
RCB,116,-6.19,-41.33
RCB,117,-6.33,-40.92
RCB,118,-6.54,-40.48
RCB,119,-6.61,-40.09
RCB,120,-6.6,-39.86
RCB,121,-6.51,-39.59
RCB,122,-6.27,-39.4
RCB,123,-5.91,-39.24
RCB,124,-5.45,-39.17
RCB,125,-4.91,-39.2
RCB,126,-4.4,-39.14
RCB,127,-4.0,-39.12
RCB,128,-2.62,-39.09
RCB,129,-0.48,-39.1
RCB,130,2.28,-39.07
RCB,131,5.62,-39.16
RCB,132,9.66,-39.17
RCB,133,13.3,-39.05
RCB,134,16.47,-39.05
RCB,135,19.36,-39.05
RCB,136,21.9,-39.16
RCB,137,24.2,-39.21
RCB,138,26.21,-39.14
RCB,139,27.93,-39.01
RCB,140,29.54,-38.9
RCB,141,30,-38.76
RCB,142,28.35,-38.35
RCB,143,25.86,-37.69
RCB,144,22.73,-36.78
RCB,145,19.06,-35.73
RCB,146,14.78,-34.55
RCB,147,10.83,-33.58
RCB,148,7.34,-32.57
RCB,149,4.27,-31.63
RCB,150,1.52,-30.76
RCB,151,-1.0,-30.11
RCB,152,-3.25,-29.51
RCB,153,-5.27,-28.85
RCB,154,-7.1,-28.2
RCB,155,-8.74,-27.55
RCB,156,-10.04,-26.99
RCB,157,-11.22,-26.58
RCB,158,-12.18,-26.08
RCB,159,-12.83,-25.67
RCB,160,-13.18,-25.25
RCB,161,-13.45,-24.93
RCB,162,-13.65,-24.71
RCB,163,-13.61,-24.5
RCB,164,-13.51,-24.27
RCB,165,-13.28,-23.97
RCB,166,-12.95,-23.72
RCB,167,-12.42,-23.37
RCB,168,-11.77,-23.07
RCB,169,-10.97,-22.87
RCB,170,-10.09,-22.84
RCB,171,-9.33,-22.7
RCB,172,-8.58,-22.59
RCB,173,-7.92,-22.39
RCB,174,-7.37,-22.34
RCB,175,-6.82,-22.3
RCB,176,-6.24,-22.2
RCB,177,-5.64,-22.17
RCB,178,-5.09,-22.14
RCB,179,-4.53,-22.18
RCB,180,-3.96,-22.23
RCB,181,-3.45,-22.25
RCB,182,-2.87,-22.36
RCB,183,-2.33,-22.5
RCB,184,-1.8,-22.61
RCB,185,-1.24,-22.76
RCB,186,-0.67,-22.97
RCB,187,-0.04,-23.29
RCB,188,0.5,-23.66
RCB,189,0.92,-24.08
RCB,190,1.3,-24.5
RCB,191,1.75,-24.83
RCB,192,2.21,-25.08
RCB,193,2.62,-25.27
RCB,194,3.09,-25.55
RCB,195,3.63,-25.79
RCB,196,4.04,-25.91
RCB,197,4.29,-26.12
RCB,198,4.63,-26.19
RCB,199,4.99,-26.21
RCB,200,5.33,-26.23
RCB,201,5.57,-26.25
RCB,202,5.91,-26.34
RCB,203,6.1,-26.37
RCB,204,6.26,-26.29
RCB,205,7.1,-25.73
RCB,206,8.71,-24.74
RCB,207,10.89,-23.34
RCB,208,13.7,-21.68
RCB,209,17.06,-19.67
RCB,210,20.91,-17.47
RCB,211,24.39,-15.39
RCB,212,27.54,-13.58
RCB,213,30,-11.92
RCB,214,28.74,-10.58
RCB,215,27.45,-9.47
RCB,216,26.24,-8.41
RCB,217,25.2,-7.52
RCB,218,24.23,-6.9
RCB,219,23.43,-6.31
RCB,220,22.73,-5.73
RCB,221,21.96,-5.37
RCB,222,21.31,-5.05
RCB,223,20.77,-4.84
RCB,224,20.23,-4.58
RCB,225,19.77,-4.53
RCB,226,19.24,-4.52
RCB,227,18.76,-4.45
RCB,228,18.39,-4.36
RCB,229,17.9,-4.24
RCB,230,17.56,-4.23
RCB,231,17.13,-4.23
RCB,232,16.64,-4.21
RCB,233,16.09,-4.29
RCB,234,15.54,-4.34
RCB,235,15.11,-4.42
RCB,236,14.72,-4.43
RCB,237,14.26,-4.51
RCB,238,12.98,-4.83
RCB,239,10.84,-5.43
RCB,240,8.11,-6.21
RCB,241,5.64,-7.09
RCB,242,2.55,-8.33
RCB,243,-1.11,-9.86
RCB,244,-5.23,-11.63
RCB,245,-9.6,-13.48
RCB,246,-14.26,-15.54
RCB,247,-19.2,-17.86
RCB,248,-23.39,-20.05
RCB,249,-26.85,-21.99
RCB,250,-29.71,-23.67
RCB,251,-30,-25.1
RCB,252,-28.73,-26.51
RCB,253,-27.23,-27.7
RCB,254,-25.67,-28.9
RCB,255,-24.03,-29.98
RCB,256,-22.27,-31.07
RCB,257,-19.84,-32.44
RCB,258,-16.59,-34.25
RCB,259,-12.7,-36.39
RCB,260,-8.24,-38.76
RCB,261,-3.23,-41.3
RCB,262,2.23,-44.07
RCB,263,7.13,-46.5
RCB,264,11.59,-48.61
RCB,265,15.55,-50
RCB,266,19.03,-49.09
RCB,267,22.13,-48.34
RCB,268,25.0,-47.56
RCB,269,27.64,-46.8
RCB,270,29.97,-46.15
RCB,271,30,-45.66
RCB,272,29.01,-45.23
RCB,273,28.17,-44.72
RCB,274,27.24,-44.35
RCB,275,26.36,-44.12
RCB,276,25.46,-44.01
RCB,277,24.59,-43.84
RCB,278,23.86,-43.82
RCB,279,23.1,-43.67
RCB,280,22.31,-43.61
RCB,281,21.57,-43.64
RCB,282,20.98,-43.63
RCB,283,20.33,-43.75
RCB,284,19.84,-43.9
RCB,285,19.47,-44.06
RCB,286,18.39,-44.67
RCB,287,16.58,-45.58
RCB,288,14.12,-46.91
RCB,289,11.14,-48.43
RCB,290,7.54,-50
RCB,291,3.41,-48.87
RCB,292,-1.17,-47.57
RCB,293,-5.33,-46.35
RCB,294,-9.04,-45.2
RCB,295,-12.28,-44.27
RCB,296,-14.98,-43.32
RCB,297,-17.15,-42.38
RCB,298,-18.9,-41.66
RCB,299,-20.22,-40.98
RCB,300,-21.17,-40.24
RCB,301,-21.89,-39.58
RCB,302,-22.32,-38.92
RCB,303,-22.52,-38.31
RCB,304,-22.58,-37.86
RCB,305,-22.42,-37.56
RCB,306,-22.03,-37.21
RCB,307,-21.46,-36.75
RCB,308,-20.86,-36.46
RCB,309,-20.21,-36.07
RCB,310,-19.48,-35.76
RCB,311,-18.77,-35.54
RCB,312,-17.99,-35.33
RCB,313,-17.19,-35.11
RCB,314,-16.32,-34.89
RCB,315,-15.45,-34.77
RCB,316,-14.53,-34.57
RCB,317,-13.47,-34.5
RCB,318,-12.52,-34.44
RCB,319,-11.44,-34.52
RCB,320,-10.26,-34.5
RCB,321,-9.04,-34.54
RCB,322,-7.93,-34.5
RCB,323,-6.94,-34.55
RCB,324,-5.99,-34.67
RCB,325,-5.08,-34.86
RCB,326,-4.33,-35.04
RCB,327,-3.57,-35.13
RCB,328,-2.83,-35.18
RCB,329,-2.21,-35.33
RCB,330,-1.75,-35.55
RCB,331,-1.41,-35.66
RCB,332,-1.03,-35.67
RCB,333,0.35,-35.66
RCB,334,2.4,-35.6
RCB,335,5.26,-35.5
RCB,336,7.72,-35.42
RCB,337,9.98,-35.26
RCB,338,11.91,-35.16
RCB,339,13.67,-34.97
RCB,340,15.25,-34.89
RCB,341,16.71,-34.9
RCB,342,17.93,-35.02
RCB,343,19.05,-35.26
RCB,344,20.16,-35.37
RCB,345,21.91,-35.44
RCB,346,24.45,-35.46
RCB,347,27.59,-35.55
RCB,348,30,-35.72
RCB,349,27.4,-36.08
RCB,350,24.02,-36.49
RCB,351,20.02,-36.88
RCB,352,16.48,-37.32
RCB,353,13.3,-37.63
RCB,354,10.39,-37.87
RCB,355,7.79,-38.15
RCB,356,5.58,-38.44
RCB,357,3.5,-38.61
RCB,358,1.51,-38.7
RCB,359,-0.22,-38.68
RCB,360,-1.66,-38.74
RCB,361,-2.84,-38.91
RCB,362,-3.76,-39.12
RCB,363,-4.54,-39.31
RCB,364,-5.2,-39.53
RCB,365,-5.71,-39.63
RCB,366,-6.09,-39.64
RCB,367,-6.49,-39.57
RCB,368,-6.68,-39.48
RCB,369,-6.8,-39.49
RCB,370,-6.8,-39.42
RCB,371,-6.62,-39.32
RCB,372,-6.52,-39.1
RCB,373,-6.47,-38.94
RCB,374,-6.27,-38.84
RCB,375,-6.04,-38.71
RCB,376,-5.78,-38.53
RCB,377,-5.36,-38.45
RCB,378,-5.06,-38.43
RCB,379,-4.78,-38.4
RCB,380,-4.44,-38.26
RCB,381,-4.02,-38.17
RCB,382,-3.68,-37.97
RCB,383,-3.37,-37.8
RCB,384,-2.93,-37.61
RCB,385,-2.49,-37.57
RCB,386,-2.17,-37.47
RCB,387,-1.97,-37.33
RCB,388,-1.86,-37.07
RCB,389,-1.71,-36.79
RCB,390,-1.54,-36.44
RCB,391,-1.39,-36.19
RCB,392,-1.23,-35.98
RCB,393,-0.98,-35.71
RCB,394,-0.65,-35.59
RCB,395,-0.25,-35.56
RCB,396,0.25,-35.54
RCB,397,0.85,-35.43
RCB,398,1.4,-35.25
RCB,399,1.81,-35.09
RCB,400,2.21,-34.91
RCB,401,2.47,-34.7
RCB,402,2.76,-34.6
RCB,403,3.1,-34.42
RCB,404,3.32,-34.25
RCB,405,3.46,-34.1
RCB,406,3.56,-33.83
RCB,407,3.74,-33.63
RCB,408,4.02,-33.58
RCB,409,4.22,-33.54
RCB,410,4.48,-33.61
RCB,411,4.71,-33.6
RCB,412,4.87,-33.54
RCB,413,5.13,-33.52
RCB,414,5.29,-33.5
RCB,415,5.32,-33.57
RCB,416,5.46,-33.62
RCB,417,5.66,-33.8
RCB,418,5.96,-34.05
RCB,419,6.12,-34.4
RCB,420,6.29,-34.58
RCB,421,6.37,-34.72
RCB,422,6.55,-34.87
RCB,423,6.76,-35.07
RCB,424,7.06,-35.36
RCB,425,7.23,-35.53
RCB,426,7.41,-35.77
RCB,427,7.66,-36.09
RCB,428,7.77,-36.25
RCB,429,7.89,-36.53
RCB,430,8.06,-36.66
RCB,431,8.34,-36.73
RCB,432,8.64,-36.68
RCB,433,9.0,-36.66
RCB,434,9.2,-36.67
RCB,435,9.51,-36.74
RCB,436,9.71,-36.84
RCB,437,9.93,-37.05
RCB,438,10.21,-37.27
RCB,439,10.53,-37.46
RCB,440,10.68,-37.68
RCB,441,10.83,-37.77
RCB,442,11.07,-37.76
RCB,443,11.2,-37.64
RCB,444,11.21,-37.61
RCB,445,11.11,-37.69
RCB,446,10.99,-37.74
RCB,447,10.84,-37.76
RCB,448,10.63,-37.89
RCB,449,10.37,-37.97
RCB,450,10.05,-38.02
RCB,451,9.7,-38.09
RCB,452,9.45,-38.11
RCB,453,9.29,-38.22
RCB,454,9.25,-38.43
RCB,455,9.28,-38.73
RCB,456,9.42,-38.97
RCB,457,9.5,-39.2
RCB,458,9.61,-39.32
RCB,459,9.6,-39.48
RCB,460,9.5,-39.56
RCB,461,9.42,-39.7
RCB,462,9.4,-39.81
RCB,463,9.29,-39.81
RCB,464,9.12,-39.91
RCB,465,8.84,-39.91
RCB,466,8.52,-40.02
RCB,467,8.29,-40.24
RCB,468,8.17,-40.4
RCB,469,7.93,-40.68
RCB,470,7.58,-40.94
RCB,471,7.15,-41.25
RCB,472,6.73,-41.63
RCB,473,6.33,-41.94
RCB,474,6.11,-42.21
RCB,475,5.97,-42.33
RCB,476,5.89,-42.54
RCB,477,5.84,-42.61
RCB,478,5.67,-42.8
RCB,479,5.44,-42.98
RCB,480,5.16,-43.06
RCB,481,5.0,-43.1
RCB,482,4.91,-43.09
RCB,483,4.84,-42.95
RCB,484,4.71,-42.8
RCB,485,4.59,-42.65
RCB,486,4.52,-42.42
RCB,487,4.54,-42.07
RCB,488,4.5,-41.76
RCB,489,4.47,-41.6
RCB,490,4.43,-41.32
RCB,491,4.42,-41.12
RCB,492,4.52,-41.07
RCB,493,4.73,-40.98
RCB,494,5.0,-40.87
RCB,495,5.26,-40.83
RCB,496,5.58,-40.72
RCB,497,6.75,-40.25
RCB,498,8.66,-39.39
RCB,499,11.14,-38.37
RCB,500,14.23,-36.98
RCB,501,17.89,-35.26
RCB,502,22.1,-33.42
RCB,503,26.68,-31.38
RCB,504,30,-29.51
RCB,505,28.15,-27.7
RCB,506,26.37,-26.15
RCB,507,24.71,-24.85
RCB,508,23.11,-23.7
RCB,509,21.76,-22.8
RCB,510,20.47,-22.09
RCB,511,19.42,-21.58
RCB,512,18.49,-21.22
RCB,513,17.69,-20.97
RCB,514,16.97,-20.7
RCB,515,16.41,-20.4
RCB,516,15.76,-20.17
RCB,517,15.1,-19.92
RCB,518,14.45,-19.77
RCB,519,13.76,-19.67
RCB,520,13.11,-19.53
RCB,521,12.65,-19.38
RCB,522,12.33,-19.23
RCB,523,12.1,-19.03
RCB,524,11.99,-18.83
RCB,525,11.9,-18.71
RCB,526,11.86,-18.57
RCB,527,11.67,-17.49
RCB,528,11.41,-15.72
RCB,529,11.09,-13.37
RCB,530,10.86,-11.24
RCB,531,10.66,-9.23
RCB,532,10.41,-7.5
RCB,533,10.21,-6.13
RCB,534,10.0,-4.9
RCB,535,9.81,-3.81
RCB,536,9.72,-2.88
RCB,537,9.67,-2.22
RCB,538,9.55,-1.76
RCB,539,9.37,-1.31
RCB,540,9.25,-1.07
RCB,541,9.02,-1.01
RCB,542,8.73,-1.0
RCB,543,8.6,-1.05
RCB,544,8.48,-1.06
RCB,545,8.44,-1.21
RCB,546,8.5,-1.34
RCB,547,8.65,-1.43
RCB,548,8.79,-1.69
RCB,549,8.87,-2.09
RCB,550,8.84,-2.45
RCB,551,8.72,-2.8
RCB,552,8.73,-3.12
RCB,553,8.75,-3.54
RCB,554,8.76,-4.03
RCB,555,8.67,-4.57
RCB,556,8.56,-5.16
RCB,557,8.34,-5.79
RCB,558,8.18,-6.53
RCB,559,8.14,-7.13
RCB,560,8.11,-7.78
RCB,561,8.14,-8.45
RCB,562,8.11,-9.02
RCB,563,8.17,-9.52
RCB,564,8.14,-9.92
RCB,565,7.97,-10.26
RCB,566,7.86,-10.73
RCB,567,7.86,-11.3
RCB,568,7.96,-11.96
RCB,569,7.96,-12.58
RCB,570,7.9,-13.05
RCB,571,7.78,-13.48
RCB,572,7.7,-13.96
RCB,573,7.53,-14.43
RCB,574,7.39,-14.82
RCB,575,7.4,-15.15
RCB,576,7.38,-16.26
RCB,577,7.38,-18.26
RCB,578,7.42,-20.99
RCB,579,7.49,-24.45
RCB,580,7.72,-28.47
RCB,581,8.01,-32.96
RCB,582,8.24,-36.96
RCB,583,8.45,-40.65
RCB,584,8.74,-43.83
RCB,585,8.88,-46.75
RCB,586,8.96,-49.32
RCB,587,9.09,-50
RCB,588,9.26,-48.83
RCB,589,9.47,-47.79
RCB,590,9.73,-46.73
RCB,591,10.04,-45.75
RCB,592,10.36,-44.86
RCB,593,10.75,-43.94
RCB,594,11.02,-43.05
RCB,595,11.22,-42.33
RCB,596,11.37,-41.62
RCB,597,11.6,-40.88
RCB,598,11.85,-40.13
RCB,599,12.0,-39.51
RCB,600,12.09,-38.83
RCB,601,12.15,-38.33
RCB,602,12.11,-37.84
RCB,603,12.01,-37.27
RCB,604,12.02,-36.82
RCB,605,11.95,-36.44
RCB,606,11.94,-36.0
RCB,607,11.96,-35.7
RCB,608,11.87,-35.56
RCB,609,11.71,-35.33
RCB,610,11.55,-35.09
RCB,611,11.53,-34.77
RCB,612,11.57,-34.58
RCB,613,11.52,-34.47
RCB,614,11.56,-34.43
RCB,615,11.7,-34.35
RCB,616,11.78,-34.22
RCB,617,11.93,-34.02
RCB,618,12.02,-33.85
RCB,619,12.18,-33.79
RCB,620,12.41,-33.83
RCB,621,12.53,-33.77
RCB,622,12.67,-33.61
RCB,623,12.9,-33.56
RCB,624,14.1,-33.4
RCB,625,16.0,-33.07
RCB,626,18.59,-32.61
RCB,627,21.01,-32.28
RCB,628,23.14,-31.94
RCB,629,24.89,-31.59
RCB,630,26.32,-31.34
RCB,631,27.58,-31.09
RCB,632,28.73,-30.85
RCB,633,29.78,-30.67
RCB,634,30,-30.41
RCB,635,29.59,-30.14
RCB,636,29.13,-30.0
RCB,637,28.75,-29.78
RCB,638,28.21,-29.57
RCB,639,27.75,-29.42
RCB,640,27.39,-29.43
RCB,641,27.04,-29.33
RCB,642,26.61,-29.31
RCB,643,26.26,-29.26
RCB,644,26.01,-29.33
RCB,645,25.72,-29.35
RCB,646,25.43,-29.33
RCB,647,25.06,-29.36
RCB,648,24.72,-29.32
RCB,649,24.41,-29.39
RCB,650,24.06,-29.35
RCB,651,23.71,-29.37
RCB,652,23.25,-29.4
RCB,653,22.92,-29.49
RCB,654,22.49,-29.69
RCB,655,22.06,-29.98
RCB,656,21.58,-30.34
RCB,657,21.12,-30.65
RCB,658,20.59,-30.89
RCB,659,20.06,-31.07
RCB,660,19.54,-31.1
RCB,661,18.96,-31.09
RCB,662,18.47,-30.97
RCB,663,18.08,-30.78
RCB,664,17.73,-30.6
RCB,665,17.51,-30.54
RCB,666,17.4,-30.49
RCB,667,17.18,-30.41
RCB,668,16.89,-30.25
RCB,669,16.66,-30.18
RCB,670,16.46,-30.2
RCB,671,16.18,-30.33
RCB,672,15.81,-30.56
RCB,673,15.34,-30.65
RCB,674,14.85,-30.63
RCB,675,14.53,-30.56
RCB,676,14.17,-30.42
RCB,677,13.77,-30.21
RCB,678,13.39,-30.07
RCB,679,12.98,-30.03
RCB,680,12.62,-30.04
RCB,681,12.41,-30.07
RCB,682,12.17,-30.12
RCB,683,12.01,-30.12
RCB,684,11.77,-30.0
RCB,685,11.5,-29.8
RCB,686,11.21,-29.56
RCB,687,10.94,-29.23
RCB,688,10.59,-28.87
RCB,689,10.27,-28.48
RCB,690,9.92,-28.04
RCB,691,9.71,-27.56
RCB,692,9.44,-27.05
RCB,693,9.16,-26.7
RCB,694,8.79,-26.28
RCB,695,8.4,-25.96
RCB,696,7.99,-25.65
RCB,697,7.56,-25.31
RCB,698,7.04,-25.06
RCB,699,6.52,-24.85
RCB,700,5.93,-24.65
RCB,701,5.43,-24.55
RCB,702,5.03,-24.47
RCB,703,4.78,-24.32
RCB,704,4.52,-24.22
RCB,705,4.3,-24.2
RCB,706,3.98,-24.08
RCB,707,3.8,-23.92
RCB,708,3.71,-23.73
RCB,709,3.59,-23.57
RCB,710,3.46,-23.32
RCB,711,3.27,-23.07
RCB,712,3.16,-22.86
RCB,713,3.12,-22.58
RCB,714,3.13,-22.22
RCB,715,3.26,-21.93
RCB,716,3.34,-21.7
RCB,717,3.43,-21.56
RCB,718,3.63,-21.4
RCB,719,3.77,-21.19
RCB,720,4.0,-21.13
RCB,721,4.18,-21.01
RCB,722,4.32,-20.89
RCB,723,4.41,-20.78
RCB,724,4.53,-20.61
RCB,725,4.55,-20.51
RCB,726,4.46,-20.52
RCB,727,4.46,-20.66
RCB,728,4.4,-20.78
RCB,729,4.29,-20.82
RCB,730,4.08,-20.82
RCB,731,4.01,-20.96
RCB,732,4.09,-21.08
RCB,733,4.27,-21.14
RCB,734,4.52,-21.15
RCB,735,4.66,-21.04
RCB,736,4.85,-20.96
RCB,737,5.15,-20.81
RCB,738,5.48,-20.8
RCB,739,5.88,-20.76
RCB,740,6.27,-20.82
RCB,741,6.53,-20.76
RCB,742,6.79,-20.77
RCB,743,7.07,-20.92
RCB,744,7.37,-20.98
RCB,745,7.66,-21.06
RCB,746,7.91,-21.03
RCB,747,8.07,-21.1
RCB,748,8.24,-21.09
RCB,749,8.3,-21.2
RCB,750,8.4,-21.22
RCB,751,8.54,-21.29
RCB,752,8.64,-21.26
RCB,753,8.63,-21.36
RCB,754,8.59,-21.5
RCB,755,8.62,-21.65
RCB,756,8.7,-22.79
RCB,757,8.82,-24.76
RCB,758,9.09,-27.48
RCB,759,9.49,-30.81
RCB,760,9.92,-34.81
RCB,761,10.53,-39.39
RCB,762,11.09,-43.45
RCB,763,11.66,-47.19
RCB,764,12.12,-50
RCB,765,12.43,-48.39
RCB,766,12.63,-46.89
RCB,767,12.68,-45.55
RCB,768,12.66,-44.2
RCB,769,12.62,-42.96
RCB,770,12.7,-41.71
RCB,771,12.79,-40.56
RCB,772,12.78,-39.6
RCB,773,12.87,-38.7
RCB,774,13.07,-37.81
RCB,775,13.14,-36.98
RCB,776,13.1,-36.34
RCB,777,13.16,-35.74
RCB,778,13.13,-35.23
RCB,779,13.03,-34.79
RCB,780,13.05,-34.38
RCB,781,13.08,-34.11
RCB,782,13.1,-33.88
RCB,783,13.03,-33.72
RCB,784,12.87,-33.56
RCB,785,12.74,-33.43
RCB,786,12.51,-33.28
RCB,787,12.17,-33.19
RCB,788,11.78,-33.17
RCB,789,11.47,-33.09
RCB,790,11.12,-33.02
RCB,791,10.73,-32.84
RCB,792,10.39,-32.77
RCB,793,10.04,-32.8
RCB,794,9.6,-32.74
RCB,795,9.33,-32.64
RCB,796,9.13,-32.6
RCB,797,8.87,-32.69
RCB,798,8.61,-32.81
RCB,799,8.36,-32.88
RCB,800,8.22,-32.97
RCB,801,8.22,-33.03
RCB,802,8.17,-33.05
RCB,803,8.21,-33.12
RCB,804,8.24,-33.21
RCB,805,8.16,-33.18
RCB,806,7.96,-33.02
RCB,807,7.77,-32.99
RCB,808,7.73,-32.96
RCB,809,7.78,-32.82
RCB,810,7.75,-32.72
RCB,811,7.62,-32.64
RCB,812,7.61,-32.68
RCB,813,7.6,-32.75
RCB,814,7.68,-32.92
RCB,815,7.77,-33.18
RCB,816,7.8,-33.36
RCB,817,7.72,-33.55
RCB,818,7.59,-33.79
RCB,819,7.5,-34.01
RCB,820,7.54,-34.2
RCB,821,7.46,-34.37
RCB,822,7.37,-34.49
RCB,823,7.32,-34.66
RCB,824,7.25,-34.76
RCB,825,7.32,-34.8
RCB,826,7.28,-34.88
RCB,827,7.24,-35.06
RCB,828,7.25,-35.09
RCB,829,7.21,-35.03
RCB,830,7.09,-34.87
RCB,831,7.1,-34.84
RCB,832,7.07,-34.89
RCB,833,7.15,-34.94
RCB,834,7.16,-34.99
RCB,835,7.24,-35.04
RCB,836,7.39,-35.07
RCB,837,7.6,-35.03
